,diff_rmse,diff_tau,aug_ind
244,-0.00010265510742984985,0.0,"(2127, 86491)"
300,-0.0002650439138269234,0.0,"(57467, 65175)"
248,0.004580851095077443,0.0,"(57846, 97828)"
250,0.0025004427929926354,0.0,"(49325, 90394)"
370,0.0041467301343789675,0.0,"(94192, 24959)"
299,-0.0007174252806970149,0.0,"(7866, 12813)"
281,0.00048678748472824607,0.0,"(18333, 39329)"
145,-5.960714842781489e-05,0.0,"(56987, 3195)"
41,-0.0005128382551351229,0.0,"(58378, 25776)"
158,0.0011466166790836951,0.0,"(59599, 56369)"
278,0.003643311710207209,0.0,"(8812, 41925)"
296,-0.00034639545457332277,0.0,"(89941, 45848)"
153,-8.77428474563291e-05,0.0,"(51388, 78226)"
250,0.000734210529147683,-0.0004040404040402956,"(57311, 56493)"
120,-0.0005151408607137753,-0.0004040404040402956,"(99097, 1214)"
217,0.0006784779526778917,-0.0004040404040402956,"(46712, 47597)"
231,0.0002715868959721479,-0.0004040404040402956,"(30607, 56880)"
208,0.0037589903492634413,-0.0004040404040402956,"(24275, 30901)"
39,-0.0014220204646760992,-0.0004040404040402956,"(1551, 81772)"
179,0.0021719121814042786,-0.0004040404040402956,"(2469, 92702)"
168,-9.41754528570038e-05,-0.0004040404040402956,"(17282, 66036)"
115,0.000465296668380466,-0.0004040404040402956,"(3270, 22794)"
132,-0.0010363792912368996,-0.0004040404040402956,"(14895, 94034)"
78,-0.0012455888997226217,-0.0004040404040402956,"(63964, 15337)"
106,-4.328194532549068e-05,-0.0004040404040402956,"(64246, 16556)"
210,-8.837110705134377e-05,-0.0004040404040402956,"(17921, 77285)"
133,0.005519956292415085,-0.0004040404040402956,"(50039, 13090)"
172,0.002913824051356123,-0.0004040404040402956,"(59875, 69517)"
146,-1.6689987609591617e-05,-0.0004040404040402956,"(54264, 5552)"
30,0.0007087158201172228,-0.0004040404040402956,"(36211, 87622)"
134,0.0056869020872377385,-0.0004040404040402956,"(67464, 67068)"
226,0.00261853566736292,-0.0004040404040402956,"(49269, 12303)"
142,0.00016738752449918515,-0.0004040404040402956,"(9670, 60879)"
54,-0.00046949778897317773,-0.0004040404040402956,"(54495, 41797)"
55,-0.00038359260256681793,-0.0004040404040402956,"(5170, 11832)"
150,0.0012731996508329735,-0.0004040404040402956,"(18348, 98343)"
88,0.003259096601374939,-0.0004040404040402956,"(29892, 89600)"
176,0.0010085184735568464,-0.0004040404040402956,"(76552, 13154)"
101,-0.0005396168972882087,-0.0004040404040402956,"(21892, 55193)"
239,5.659757077142169e-05,-0.0004040404040402956,"(21914, 42219)"
58,-0.00029101388980948273,-0.0004040404040402956,"(48569, 11394)"
37,0.000515155742391693,-0.0004040404040402956,"(28334, 90459)"
197,0.0016785782951742045,-0.0004040404040402956,"(95746, 15108)"
50,0.0004134478566089894,-0.0004040404040402956,"(2801, 39154)"
120,0.0003121245772276515,-0.0004040404040402956,"(86211, 50729)"
185,0.001007222518956602,-0.0004040404040402956,"(86544, 71626)"
109,0.0021603250712477484,-0.0004040404040402956,"(49309, 67850)"
184,0.0011473119526013154,-0.0004040404040402956,"(96142, 53537)"
113,-0.0004650835668496278,-0.0004040404040402956,"(12326, 52279)"
130,5.767339280113304e-05,-0.0004040404040402956,"(5977, 46608)"
162,0.004789343629800352,-0.0004040404040402956,"(57784, 33196)"
202,0.0014346181692764248,-0.0004040404040402956,"(33269, 29795)"
244,-8.300765490340534e-05,-0.0004040404040402956,"(89812, 34457)"
144,0.00025159223476647896,-0.0004040404040402956,"(39592, 9202)"
165,0.000161740971533042,-0.0004040404040402956,"(71097, 85628)"
224,7.099539122309984e-05,-0.0004040404040402956,"(89386, 79278)"
166,0.0021107762116030493,-0.0004040404040402956,"(36498, 26105)"
140,0.00027973840450287724,-0.0004040404040402956,"(82272, 14440)"
202,0.00116701102637215,-0.0004040404040402956,"(15838, 73499)"
102,-9.6197179624391e-05,-0.0004040404040402956,"(7941, 70717)"
234,0.0006289144250074541,-0.0004040404040402956,"(56040, 58171)"
306,0.0004406576830630893,-0.0004040404040402956,"(57610, 54723)"
273,-0.0007654022503527647,-0.0004040404040402956,"(38466, 69280)"
294,-0.0001450594130187055,-0.0004040404040402956,"(87005, 14517)"
271,-0.0008918703372461367,-0.0004040404040402956,"(55011, 5965)"
386,0.00038766998624853444,-0.0004040404040402956,"(88068, 21018)"
268,0.0020306578135640685,-0.0004040404040402956,"(27366, 51156)"
265,2.5410835183814484e-06,-0.0004040404040402956,"(64515, 43365)"
263,0.002363893383097865,-0.0004040404040402956,"(92886, 21908)"
258,0.00018295147113550625,-0.0004040404040402956,"(2873, 41402)"
286,0.0005304427714157289,-0.0004040404040402956,"(28196, 68826)"
256,-0.0013780072820464284,-0.0004040404040402956,"(91276, 26943)"
251,0.005613849115919722,-0.0004040404040402956,"(83240, 74050)"
393,-0.0003302848599815167,-0.0004040404040402956,"(64125, 65896)"
26,-0.0005964434160421472,-0.0004040404040402956,"(66924, 47760)"
238,-0.00043241212616354496,-0.0004040404040402956,"(64270, 51659)"
394,-6.650339440791853e-05,-0.0004040404040402956,"(22216, 23424)"
9,1.8119307566288878e-05,-0.0004040404040402956,"(78265, 81613)"
236,-0.001024945413030165,-0.0004040404040402956,"(95768, 48083)"
11,0.007835863418644284,-0.0004040404040402956,"(3355, 6696)"
314,0.0006640221157979964,-0.0004040404040402956,"(80889, 65533)"
286,-0.0003916930142340014,-0.0004040404040402956,"(66020, 55454)"
310,-0.0006215007181848142,-0.0004040404040402956,"(1209, 37046)"
347,0.003312717020253597,-0.0004040404040402956,"(81167, 27866)"
359,0.0016419527160074499,-0.0004040404040402956,"(3092, 98027)"
349,0.002884293632351792,-0.0004040404040402956,"(44537, 25125)"
396,-0.00041107006279517133,-0.0004040404040402956,"(82032, 61266)"
337,0.006185499077531353,-0.0004040404040402956,"(54537, 20111)"
383,3.6094595117913686e-05,-0.0004040404040402956,"(2998, 32352)"
370,-0.00034227278772747116,-0.0004040404040402956,"(44327, 16557)"
366,0.00618526279768053,-0.0004040404040402956,"(52297, 92968)"
352,-0.0010911418889301971,-0.0004040404040402956,"(64866, 55684)"
326,0.0005837777217659879,-0.0004040404040402956,"(68942, 42324)"
313,-0.0009001628138703421,-0.0004040404040402956,"(99119, 12268)"
331,0.002681635035712504,-0.0004040404040402956,"(68896, 76760)"
378,0.002106027867837146,-0.0004040404040402956,"(85806, 46494)"
324,-0.0013775948448477293,-0.0004040404040402956,"(9437, 2138)"
322,0.004493633031212335,-0.0004040404040402956,"(80652, 99050)"
319,0.00548732305506866,-0.0004040404040402956,"(90888, 71152)"
317,-7.649798678843744e-06,-0.0004040404040402956,"(58106, 71220)"
314,0.001997899083840904,-0.0004040404040402956,"(41644, 77525)"
319,0.00010913910872165089,-0.0004040404040402956,"(39726, 75854)"
1,-0.0015291400865581617,-0.0004040404040402956,"(7180, 20032)"
239,0.009288002704517628,-0.0004040404040402956,"(29898, 89139)"
14,0.0005789430959579345,-0.0004040404040402956,"(71651, 36850)"
158,0.003100159978831618,-0.0004040404040402956,"(41432, 77122)"
52,9.229707891178496e-05,-0.0004040404040402956,"(92037, 88284)"
399,-5.156751190424358e-05,-0.0004040404040402956,"(21870, 378)"
173,-4.881281090005074e-05,-0.0004040404040402956,"(49190, 65654)"
172,0.00010358508696628466,-0.0004040404040402956,"(45010, 47350)"
170,0.006886232307178053,-0.0004040404040402956,"(59800, 53949)"
20,-0.00018118994570526237,-0.0004040404040402956,"(85620, 42826)"
264,0.006165905040126041,-0.0004040404040402956,"(12318, 39848)"
263,0.00012002642121947127,-0.0004040404040402956,"(89976, 51767)"
156,-0.0006016033246084573,-0.0004040404040402956,"(9880, 17394)"
47,0.0007054081838289428,-0.0004040404040402956,"(73612, 4169)"
77,-0.00016911684044748632,-0.0004040404040402956,"(30675, 21433)"
256,0.00019777956642458294,-0.0004040404040402956,"(38273, 3842)"
86,0.00037063321040864405,-0.0004040404040402956,"(5537, 96345)"
87,0.00027031218348150254,-0.0004040404040402956,"(81382, 2075)"
88,0.003088891888488654,-0.0004040404040402956,"(54869, 81538)"
92,0.00048486111191151093,-0.0004040404040402956,"(56055, 38401)"
93,0.0006616011173025405,-0.0004040404040402956,"(13966, 46856)"
96,0.0013299839078502185,-0.0004040404040402956,"(71703, 25499)"
51,0.0006576670442444699,-0.0004040404040402956,"(14005, 89380)"
216,0.0016576995570620756,-0.0004040404040402956,"(17318, 81948)"
272,0.00045010087267544074,-0.0004040404040402956,"(4795, 21484)"
38,-0.0002472832557030846,-0.0004040404040402956,"(3083, 91476)"
35,-7.040235809577244e-05,-0.0004040404040402956,"(84440, 80502)"
11,-0.0007336226537915658,-0.0004040404040402956,"(80762, 421)"
270,3.7817375601462144e-05,-0.0004040404040402956,"(46787, 2046)"
398,0.0013545916664456092,-0.0004040404040402956,"(66658, 47246)"
29,-8.947450654300804e-06,-0.0004040404040402956,"(5628, 30170)"
20,0.0015703893946077407,-0.0004040404040402956,"(39273, 12330)"
185,-0.00022783679906668297,-0.0004040404040402956,"(65075, 73402)"
230,-0.0002638439325892694,-0.0004040404040402956,"(54868, 21614)"
42,-4.138774258075073e-05,-0.0004040404040402956,"(68129, 27271)"
25,-3.916405657394817e-05,-0.0004040404040402956,"(43883, 83326)"
274,0.0016946045452962688,-0.0004040404040402956,"(35031, 11414)"
197,0.000706383807292682,-0.0004040404040402956,"(12466, 9956)"
320,0.034461639626238244,-0.00040404040404040664,"(52219, 19501)"
278,0.005757476948967388,-0.00040404040404040664,"(71779, 96321)"
63,0.012624400921317336,-0.00040404040404040664,"(35903, 95980)"
227,0.025384560715779908,-0.00040404040404040664,"(75169, 73565)"
318,0.00939602112339355,-0.00040404040404040664,"(27892, 47489)"
71,0.023015266453720484,-0.00040404040404040664,"(72067, 20549)"
36,0.002271689844703856,-0.00040404040404040664,"(60405, 21124)"
346,0.00143673963597174,-0.00040404040404040664,"(29187, 9733)"
6,0.009654771903675752,-0.00040404040404040664,"(98597, 66728)"
5,0.024714045436937754,-0.00040404040404040664,"(33715, 47381)"
317,0.00095499173625474,-0.00040404040404040664,"(85388, 66019)"
66,0.020160912577917495,-0.00040404040404040664,"(54767, 12912)"
212,0.004395913405139118,-0.00040404040404040664,"(52792, 58535)"
74,0.0020057164031202224,-0.00040404040404040664,"(54666, 44044)"
281,-7.073396890874828e-05,-0.00040404040404040664,"(25114, 61816)"
247,0.006823259768292594,-0.00040404040404040664,"(30666, 84306)"
337,0.05841132156550849,-0.00040404040404040664,"(63809, 50980)"
365,0.006893951278682142,-0.00040404040404040664,"(23417, 75622)"
93,0.003059138219084684,-0.00040404040404040664,"(67303, 9815)"
291,0.00013771002057311188,-0.00040404040404040664,"(78613, 21032)"
95,0.003925577413201459,-0.00040404040404040664,"(6077, 38448)"
222,0.0009004341170967267,-0.00040404040404040664,"(46544, 83869)"
228,0.013759033706924967,-0.00040404040404040664,"(51277, 52869)"
112,0.026516588107217465,-0.00040404040404040664,"(68933, 9483)"
155,0.004046122131433322,-0.00040404040404040664,"(9748, 77257)"
177,0.038421847193123665,-0.00040404040404040664,"(93022, 22008)"
180,0.00013331312073638912,-0.00040404040404040664,"(3307, 6131)"
182,0.031444662677802576,-0.00040404040404040664,"(47520, 47403)"
103,0.046830007434231574,-0.00040404040404040664,"(44447, 38045)"
0,0.009002994951100324,-0.00040404040404040664,"(18394, 91861)"
367,0.0009509157951093083,-0.00040404040404040664,"(38594, 64599)"
369,0.0010267333958401403,-0.00040404040404040664,"(79964, 77508)"
379,0.0005890628039684487,-0.00040404040404040664,"(70813, 44469)"
212,0.0011083828762776526,-0.00040404040404051766,"(87394, 22830)"
130,0.0024342494740969,-0.00040404040404051766,"(4809, 92228)"
302,0.00011394872086775698,-0.00040404040404051766,"(51773, 10037)"
260,0.0001791353654911898,-0.00040404040404051766,"(15093, 64951)"
256,0.0015415979242023592,-0.00040404040404051766,"(90036, 89843)"
378,0.0001682785120787622,-0.00040404040404051766,"(97326, 98993)"
252,0.003728515470953736,-0.00040404040404051766,"(19367, 70737)"
313,-0.0001679360995376078,-0.00040404040404051766,"(41615, 30128)"
245,0.00024959757296913465,-0.00040404040404051766,"(53171, 72413)"
248,0.0004194023862609253,-0.00040404040404051766,"(94892, 59480)"
299,0.0024510697624453848,-0.00040404040404051766,"(24106, 41995)"
325,8.159877320451647e-05,-0.00040404040404051766,"(48847, 98114)"
242,0.0002528559875426273,-0.00040404040404051766,"(20673, 84109)"
239,-2.702651544619905e-05,-0.00040404040404051766,"(67138, 83924)"
203,0.0005575464423004939,-0.00040404040404051766,"(73733, 77916)"
216,-5.2145274683335074e-05,-0.00040404040404051766,"(15708, 35808)"
261,-7.808390078881122e-05,-0.00040404040404051766,"(54287, 44764)"
379,0.003042294830434611,-0.00040404040404051766,"(34507, 73792)"
318,0.0001462435388121519,-0.00040404040404051766,"(30810, 23540)"
204,-8.974812148446198e-05,-0.00040404040404051766,"(56503, 28371)"
126,0.0005285058292611444,-0.00040404040404051766,"(66772, 57573)"
125,0.00017174582902243496,-0.00040404040404051766,"(57249, 57097)"
124,0.0006193039265775246,-0.00040404040404051766,"(71918, 76724)"
263,0.000919123082467721,-0.00040404040404051766,"(8675, 60511)"
123,9.391228388172523e-05,-0.00040404040404051766,"(70416, 50913)"
383,0.011582515187104403,-0.00040404040404051766,"(84519, 2932)"
122,0.013772587829617516,-0.00040404040404051766,"(5520, 54988)"
384,0.0011044543918128369,-0.00040404040404051766,"(11503, 7089)"
267,0.0005861467076946625,-0.00040404040404051766,"(94404, 75323)"
119,0.001063559726179858,-0.00040404040404051766,"(86145, 24853)"
273,0.002063305640627622,-0.00040404040404051766,"(59091, 90568)"
289,-5.0959239828313185e-05,-0.00040404040404051766,"(98305, 3032)"
274,-0.00040096398767672237,-0.00040404040404051766,"(33296, 21902)"
199,0.004218359447408809,-0.00040404040404051766,"(2292, 98591)"
178,0.0005011487899580502,-0.00040404040404051766,"(74600, 35225)"
287,0.0002049296573737036,-0.00040404040404051766,"(12076, 27628)"
66,0.000523156708089223,-0.00040404040404051766,"(12591, 61092)"
325,0.0003488749888671816,-0.00040404040404051766,"(81414, 29394)"
85,0.0006190074368204457,-0.00040404040404051766,"(74133, 70948)"
8,0.010110620752681349,-0.00040404040404051766,"(31845, 39049)"
76,0.0012598352896232845,-0.00040404040404051766,"(10753, 96015)"
75,2.9154088413724244e-05,-0.00040404040404051766,"(21895, 62804)"
372,0.0027639460600783206,-0.00040404040404051766,"(11018, 58689)"
64,0.00045382336569105286,-0.00040404040404051766,"(34164, 33755)"
167,0.001127102825308507,-0.00040404040404051766,"(15542, 30920)"
328,0.0020960950050256943,-0.00040404040404051766,"(79355, 49076)"
61,-4.5271440325289625e-05,-0.00040404040404051766,"(78925, 10709)"
15,0.0005930852574942136,-0.00040404040404051766,"(27645, 96661)"
342,0.001938954290432865,-0.00040404040404051766,"(50616, 15747)"
52,0.0005991295985233736,-0.00040404040404051766,"(15221, 26109)"
47,0.0005145045852091856,-0.00040404040404051766,"(4471, 35219)"
91,0.0017985239148743393,-0.00040404040404051766,"(79922, 41780)"
175,0.0036952427126437926,-0.00040404040404051766,"(5260, 48717)"
356,0.0002494662681596649,-0.00040404040404051766,"(58369, 82250)"
97,0.0009538195759300483,-0.00040404040404051766,"(79292, 46073)"
102,0.0006103954170225967,-0.00040404040404051766,"(88096, 66262)"
107,0.0020072069141751914,-0.00040404040404051766,"(20609, 83331)"
118,0.00050086958883519,-0.00040404040404051766,"(22752, 19706)"
352,0.005206989441840754,-0.00040404040404051766,"(12476, 84634)"
126,-0.0001758535557098706,-0.00040404040404051766,"(13957, 30804)"
131,0.0022060467055940447,-0.00040404040404051766,"(78484, 94355)"
134,0.002651114273907823,-0.00040404040404051766,"(53099, 26420)"
187,0.0011250943838710115,-0.00040404040404051766,"(41381, 3036)"
149,6.322884659337724e-05,-0.00040404040404051766,"(8368, 94018)"
150,-0.0005159096771390204,-0.00040404040404051766,"(13030, 94327)"
151,0.0001556639988878339,-0.00040404040404051766,"(63187, 39568)"
152,0.00035454190832304167,-0.00040404040404051766,"(46121, 36096)"
363,0.002740498999417751,-0.00040404040404051766,"(17786, 21011)"
283,-0.00024959513310332526,-0.00040404040404051766,"(60888, 97148)"
293,0.0006324648836350255,-0.00040404040404051766,"(42946, 33038)"
109,0.00029116554915736836,-0.00040404040404051766,"(45170, 37186)"
93,9.972458674611939e-05,-0.00040404040404051766,"(34101, 93904)"
39,0.005160022168125278,-0.00040404040404051766,"(5180, 26016)"
234,0.0007608226583909194,-0.00040404040404051766,"(54850, 19871)"
125,-1.7149171640001848e-05,-0.00040404040404051766,"(34190, 82567)"
4,0.0010604544873878685,-0.00040404040404051766,"(24803, 69020)"
122,0.0005788073661401882,-0.00040404040404051766,"(51576, 5343)"
46,0.0006822344351084253,-0.00040404040404051766,"(65541, 59550)"
88,0.00011214287174174387,-0.00040404040404051766,"(66930, 89637)"
296,0.00026912749455182405,-0.00040404040404051766,"(60518, 94186)"
239,2.0806492031399948e-05,-0.00040404040404051766,"(84415, 78534)"
242,-0.00022920954267893756,-0.00040404040404051766,"(60427, 75004)"
82,0.0007474073368005374,-0.00040404040404051766,"(89168, 4679)"
78,0.0029052775189307156,-0.00040404040404051766,"(92415, 72043)"
76,0.0004159457155313018,-0.00040404040404051766,"(25972, 96548)"
62,0.00045571131838986756,-0.00040404040404051766,"(60387, 47018)"
135,6.875912214146518e-05,-0.00040404040404051766,"(63439, 89155)"
35,0.0003916152603994083,-0.00040404040404051766,"(13876, 9800)"
34,0.0002979776654869759,-0.00040404040404051766,"(64797, 39314)"
149,0.0003410034381702842,-0.00040404040404051766,"(91947, 37446)"
151,0.0016341812430791525,-0.00040404040404051766,"(86450, 50258)"
26,0.004730621438688742,-0.00040404040404051766,"(89290, 96467)"
164,0.0013186275828798166,-0.00040404040404051766,"(56802, 49204)"
171,0.00014642344089008108,-0.00040404040404051766,"(5699, 7205)"
284,0.0011115820269678167,-0.00040404040404051766,"(28799, 40335)"
179,0.00023715614854213918,-0.00040404040404051766,"(24177, 16651)"
19,6.440017617476146e-05,-0.00040404040404051766,"(74501, 74880)"
181,0.0002782634484436719,-0.00040404040404051766,"(47131, 80311)"
207,0.0007354012229826568,-0.00040404040404051766,"(25292, 4001)"
209,0.002745000496245764,-0.00040404040404051766,"(45296, 84626)"
221,6.481088997825624e-05,-0.00040404040404051766,"(70005, 81813)"
218,-0.00012180062101882494,-0.00040404040404051766,"(78123, 33404)"
12,0.0007382898299755636,-0.00040404040404051766,"(61403, 34641)"
27,0.0004614425458997484,-0.00040404040404051766,"(13050, 27171)"
52,0.00023375205772441232,-0.00040404040404051766,"(91885, 235)"
41,0.000700830511636108,-0.00040404040404051766,"(66660, 6203)"
90,0.001121032964762625,-0.00040404040404051766,"(13683, 67307)"
391,-0.00039527629755126137,-0.00040404040404051766,"(93613, 17326)"
305,0.0002409493986768596,-0.00040404040404051766,"(40631, 78680)"
309,0.00020008166370402702,-0.00040404040404051766,"(92587, 92390)"
311,-0.00012478218714515044,-0.00040404040404051766,"(56668, 31481)"
223,0.005714855277137915,-0.00040404040404051766,"(24740, 12823)"
325,0.0004373108943977744,-0.00040404040404051766,"(27497, 39651)"
333,0.0004138650972979607,-0.00040404040404051766,"(73950, 21089)"
224,0.0029434084169617236,-0.00040404040404051766,"(80685, 2755)"
227,0.0010588835596806734,-0.00040404040404051766,"(65325, 72440)"
95,0.0015305944500342283,-0.00040404040404051766,"(87095, 50353)"
340,5.833442905886499e-05,-0.00040404040404051766,"(27118, 33185)"
345,0.0002440701767226494,-0.00040404040404051766,"(16143, 31630)"
347,-0.0004974234731730531,-0.00040404040404051766,"(78702, 92511)"
276,0.0008076262960164116,-0.00040404040404051766,"(71948, 61444)"
374,0.0007385864268267539,-0.00040404040404051766,"(84144, 66868)"
40,0.00404253946792088,-0.00040404040404051766,"(6111, 6589)"
81,-0.00017790532960523797,-0.00040404040404051766,"(37959, 91531)"
376,0.0009141989598867584,-0.00040404040404051766,"(76317, 90167)"
387,-0.0004324155388739648,-0.00040404040404051766,"(66916, 44511)"
389,-0.00017433851715775717,-0.00040404040404051766,"(70097, 95538)"
397,-3.745902785443067e-05,-0.00040404040404051766,"(75034, 24336)"
76,0.00029940795375557605,-0.00040404040404051766,"(41902, 64853)"
75,0.0029057679163275174,-0.00040404040404051766,"(94357, 4784)"
266,3.084684242993241e-05,-0.00040404040404051766,"(25534, 25737)"
7,0.001264869449779521,-0.00040404040404051766,"(67888, 47336)"
11,-0.0003482219322706315,-0.00040404040404051766,"(40262, 20378)"
249,0.01251472606759188,-0.00040404040404051766,"(75639, 72884)"
259,0.0004418626804876813,-0.00040404040404051766,"(81490, 1072)"
251,0.0011043173206874979,-0.00040404040404051766,"(62062, 12406)"
30,0.0004899990118961972,-0.00040404040404051766,"(64592, 15330)"
26,0.0002363047735555457,-0.00040404040404051766,"(65555, 14761)"
399,0.0007623354462552023,-0.00040404040404051766,"(20905, 21954)"
335,0.0009458665416737233,-0.00040404040404051766,"(57755, 39221)"
245,0.000832310726962604,-0.00040404040404051766,"(31931, 27390)"
204,0.0003409530026907692,-0.00040404040404051766,"(42439, 86048)"
141,8.163699937605018e-05,-0.00040404040404051766,"(46415, 79262)"
199,0.00406501967135256,-0.00040404040404051766,"(90177, 5375)"
249,0.02718517223195671,-0.00040404040404051766,"(57171, 61970)"
152,0.002275921133788966,-0.00040404040404051766,"(7392, 43023)"
157,-9.836547897260073e-05,-0.00040404040404051766,"(77880, 83287)"
159,0.00042144477126537794,-0.00040404040404051766,"(41289, 4613)"
162,0.0005511408546798324,-0.00040404040404051766,"(28956, 51311)"
139,-0.0003392882679382758,-0.00040404040404051766,"(37579, 1891)"
244,0.0037396740674505435,-0.00040404040404051766,"(33318, 61663)"
205,0.003509947105876765,-0.00040404040404051766,"(47708, 67832)"
142,0.001000480313007146,-0.00040404040404051766,"(24399, 59812)"
174,0.0006680634717127765,-0.00040404040404051766,"(56462, 52828)"
240,0.0013988536129805884,-0.00040404040404051766,"(30415, 20771)"
143,-3.3641883032897724e-05,-0.00040404040404051766,"(77961, 53918)"
235,0.006332530869233355,-0.00040404040404051766,"(60636, 77355)"
228,0.00031326079780838456,-0.00040404040404051766,"(11315, 83150)"
192,0.0010836829516325253,-0.00040404040404051766,"(39565, 85694)"
227,0.004094571060342694,-0.00040404040404051766,"(810, 22636)"
194,0.00801890064426991,-0.00040404040404051766,"(84210, 99189)"
253,0.001474108679789421,-0.00040404040404051766,"(82253, 16575)"
257,0.0005561829348520175,-0.00040404040404051766,"(90124, 50880)"
201,0.0006416925407139451,-0.00040404040404051766,"(84363, 28085)"
112,-0.00023304599192613962,-0.00040404040404051766,"(64667, 65880)"
126,0.00039911093842562306,-0.00040404040404051766,"(43880, 41236)"
97,0.0005439427716906198,-0.00040404040404051766,"(22896, 98831)"
100,0.0008135235384646167,-0.00040404040404051766,"(34777, 52072)"
228,0.006553802902271116,-0.00040404040404051766,"(65585, 46618)"
280,0.00955991633647324,-0.00040404040404051766,"(72559, 54064)"
130,-0.000931624408892967,-0.00040404040404051766,"(1056, 57251)"
273,0.00400718921506682,-0.00040404040404051766,"(36092, 14345)"
271,0.000762808884145677,-0.00040404040404051766,"(79647, 65176)"
270,0.0068888571238686636,-0.00040404040404051766,"(83442, 60960)"
113,7.920006690367853e-05,-0.00040404040404051766,"(18869, 21025)"
133,-0.0009369302748714614,-0.00040404040404051766,"(39248, 96378)"
269,0.001680338254918451,-0.00040404040404051766,"(12045, 93299)"
268,0.0006045815085057304,-0.00040404040404051766,"(5052, 72163)"
267,0.0004153506012453123,-0.00040404040404051766,"(76318, 27483)"
266,0.00023623946536546758,-0.00040404040404051766,"(59799, 93474)"
263,0.029795030536146738,-0.00040404040404051766,"(26107, 36605)"
119,0.0006367320567525203,-0.00040404040404051766,"(46346, 72919)"
262,-5.547916574724643e-05,-0.00040404040404051766,"(84273, 89233)"
124,8.207715137947824e-05,-0.00040404040404051766,"(65434, 5414)"
127,-0.0003044968682111848,-0.00040404040404051766,"(40882, 75332)"
200,0.0003580833417419216,-0.00040404040404051766,"(37983, 80913)"
202,4.235022412407696e-05,-0.00040404040404051766,"(36061, 76308)"
145,0.027908591574529296,-0.00040404040404051766,"(80365, 68885)"
269,0.0013202008269689036,-0.00040404040404051766,"(64740, 31740)"
163,0.004046308484378064,-0.00040404040404051766,"(25901, 49056)"
165,0.0005454895621065936,-0.00040404040404051766,"(43150, 87312)"
254,0.00012332330472686337,-0.00040404040404051766,"(72415, 98766)"
164,0.000119544998144816,-0.00040404040404051766,"(37281, 99304)"
166,-0.0007985566020032586,-0.00040404040404051766,"(23322, 96162)"
159,0.001798801163756636,-0.00040404040404051766,"(86411, 63295)"
156,0.004870759931433655,-0.00040404040404051766,"(22180, 72756)"
163,0.00010116339980545397,-0.00040404040404051766,"(71864, 62761)"
161,0.004082035649364935,-0.00040404040404051766,"(90913, 8176)"
152,0.01297994634399774,-0.00040404040404051766,"(81879, 28865)"
239,0.0022374632082542423,-0.00040404040404051766,"(61906, 64130)"
271,0.004549839040381809,-0.00040404040404051766,"(17267, 60861)"
309,-0.0002962327837723877,-0.00040404040404051766,"(79151, 85026)"
149,0.0038800178322317413,-0.00040404040404051766,"(75873, 61564)"
285,-0.0002154886700627967,-0.00040404040404051766,"(96809, 41617)"
159,-0.00017354775606689965,-0.00040404040404051766,"(41483, 38015)"
157,0.00010748191291934384,-0.00040404040404051766,"(93070, 24490)"
287,0.0018400520650335428,-0.00040404040404051766,"(4892, 95358)"
296,0.002289373925718874,-0.00040404040404051766,"(46444, 55981)"
297,0.005558775781450032,-0.00040404040404051766,"(56787, 54725)"
243,0.0004329971797055465,-0.00040404040404051766,"(53682, 91276)"
171,0.003982894515726587,-0.00040404040404051766,"(46763, 82685)"
204,0.0020349075723238297,-0.00040404040404051766,"(64136, 83359)"
184,0.0010665054868709,-0.00040404040404051766,"(8625, 29175)"
193,0.0019151635757068408,-0.00040404040404051766,"(59899, 50365)"
146,3.1548155776772724e-05,-0.00040404040404051766,"(35795, 29663)"
208,0.001469305120961828,-0.00040404040404051766,"(48950, 68950)"
188,0.00030196484837319293,-0.00040404040404051766,"(653, 67423)"
210,0.0159038615572763,-0.00040404040404051766,"(93698, 64349)"
213,-4.576477172588134e-05,-0.00040404040404051766,"(3250, 41517)"
216,9.146875091664564e-05,-0.00040404040404051766,"(82899, 92651)"
203,-0.00015150528701241006,-0.00040404040404051766,"(20318, 15984)"
201,0.00040690571159210376,-0.00040404040404051766,"(59758, 70445)"
181,0.00011046578639709037,-0.00040404040404051766,"(92610, 16100)"
167,0.0001576336441745374,-0.00040404040404051766,"(55903, 63318)"
223,0.0032384133696247985,-0.00040404040404051766,"(95278, 11535)"
174,0.00195783085213011,-0.00040404040404051766,"(96761, 96930)"
191,0.0065285563127126245,-0.00040404040404051766,"(54588, 66757)"
227,0.0009761661287902013,-0.00040404040404051766,"(5175, 68231)"
190,0.00029829852526039313,-0.00040404040404051766,"(73926, 18868)"
230,0.0011479813729450006,-0.00040404040404051766,"(38610, 9491)"
173,0.000563279424588975,-0.00040404040404051766,"(92863, 16829)"
185,0.0036974327805492646,-0.00040404040404051766,"(7087, 75982)"
158,-0.0008004143683372489,-0.00040404040404051766,"(99489, 72614)"
124,0.010853396115708625,-0.00040404040404051766,"(4071, 49561)"
288,-2.1640615613188752e-05,-0.00040404040404051766,"(78797, 23190)"
91,0.0026378778304791684,-0.00040404040404051766,"(46581, 68172)"
91,0.0010847259188222214,-0.00040404040404051766,"(89059, 76126)"
86,0.004615861032788354,-0.00040404040404051766,"(37656, 78766)"
13,-0.0002662071837792601,-0.00040404040404051766,"(45372, 96129)"
