,diff_rmse,diff_tau,aug_ind
109,0.010277269127427047,0.00040404040404040664,"(61779, 27521)"
15,0.007077849422733262,0.00040404040404040664,"(43209, 20547)"
40,0.007644395618131822,0.00040404040404040664,"(93363, 5688)"
51,0.00034316277365942227,0.00040404040404040664,"(9102, 61132)"
140,-0.0007204541923337415,0.00040404040404040664,"(85369, 77387)"
243,0.007373234654940081,0.00040404040404040664,"(38284, 5556)"
31,-0.00032445771639316723,0.00040404040404040664,"(20073, 80891)"
126,0.0010098613660846356,0.00040404040404040664,"(83569, 94785)"
346,0.01281507528316203,0.00040404040404040664,"(9820, 61445)"
306,0.009782442757027637,0.00040404040404040664,"(76121, 52265)"
348,0.014302379387744812,0.00040404040404040664,"(8727, 81475)"
223,0.011321874056852088,0.00040404040404040664,"(34445, 8324)"
350,0.0010463259108691447,0.00040404040404040664,"(15518, 5783)"
352,-0.0003336455185757592,0.00040404040404040664,"(17190, 57903)"
222,0.0005504983269447317,0.00040404040404040664,"(17544, 97779)"
354,0.0025496667000715345,0.00040404040404040664,"(45794, 75191)"
45,0.0022958202691359397,0.00040404040404040664,"(59555, 69332)"
357,0.00011996261184846202,0.00040404040404040664,"(82831, 2467)"
304,0.013311804247126358,0.00040404040404040664,"(53646, 16612)"
171,0.00015283787906469892,0.00040404040404040664,"(17587, 20955)"
363,-0.0001767793049603228,0.00040404040404040664,"(17102, 42948)"
27,0.00845212463400749,0.00040404040404040664,"(27374, 29692)"
201,0.0003358790056933181,0.00040404040404040664,"(51356, 41297)"
2,0.00035955559149239424,0.00040404040404040664,"(21548, 31992)"
251,0.0010335019907710408,0.00040404040404040664,"(83787, 40333)"
43,-0.0003110655158853892,0.00040404040404040664,"(5628, 45205)"
91,-0.000309295575826235,0.00040404040404040664,"(66881, 79371)"
225,0.0004599010546082749,0.00040404040404040664,"(64829, 68434)"
63,8.151705134726295e-05,0.00040404040404040664,"(54493, 29671)"
331,0.009743092340187803,0.00040404040404040664,"(47725, 16401)"
175,0.0007120673328610272,0.00040404040404040664,"(68078, 3098)"
233,0.0005242448767645291,0.00040404040404040664,"(73954, 21921)"
234,-1.940701212610474e-05,0.00040404040404040664,"(28647, 59390)"
237,0.0010319353480107707,0.00040404040404040664,"(45809, 52135)"
313,0.007770034951063098,0.00040404040404040664,"(21032, 36553)"
274,0.0008346242958321148,0.00040404040404040664,"(71312, 12205)"
306,0.016814872677260423,0.00040404040404040664,"(33980, 21450)"
302,0.001085254431888144,0.00040404040404040664,"(10475, 85446)"
301,0.0009109582761732404,0.00040404040404040664,"(73541, 13333)"
174,8.991482013231966e-05,0.00040404040404040664,"(7396, 91324)"
99,0.0006178795238175605,0.00040404040404040664,"(45467, 6545)"
118,0.0009031100619324439,0.00040404040404040664,"(79298, 89729)"
100,-0.0006288602348688554,0.00040404040404040664,"(66498, 65936)"
117,0.0010452049928089124,0.00040404040404040664,"(4814, 93001)"
155,0.00097049903024507,0.00040404040404040664,"(32315, 84327)"
61,-0.000162060444440143,0.00040404040404040664,"(6042, 71046)"
107,-0.0007528861905667372,0.00040404040404040664,"(72804, 81772)"
56,-0.00043925830788457687,0.00040404040404040664,"(70610, 92678)"
246,0.005838892815613783,0.00040404040404040664,"(71955, 50512)"
248,0.002883028318373282,0.00040404040404040664,"(84783, 23224)"
276,0.00022445410857549475,0.00040404040404040664,"(38948, 36540)"
133,-0.0012958876766955563,0.00040404040404040664,"(74972, 40834)"
158,0.0030649136537108934,0.00040404040404040664,"(8417, 81130)"
271,0.007890144326663878,0.00040404040404040664,"(19328, 40979)"
270,0.003551589617780654,0.00040404040404040664,"(89903, 71555)"
343,-0.0003922496022848998,0.00040404040404040664,"(7290, 72943)"
179,0.0005107189843668591,0.00040404040404040664,"(13137, 80453)"
75,0.0011405374824091097,0.00040404040404040664,"(79305, 20148)"
189,0.004616810389251935,0.00040404040404040664,"(67882, 75755)"
21,-0.0017952812776792504,0.00040404040404040664,"(40659, 38515)"
197,0.003821620522822089,0.00040404040404040664,"(34390, 6336)"
380,-0.0002843031553532438,0.00040404040404040664,"(15713, 20431)"
205,0.0006711154221011595,0.00040404040404040664,"(22451, 40475)"
196,0.0008416420384603496,0.00040404040404040664,"(8567, 53915)"
25,-0.0004125936545502362,0.00040404040404040664,"(58148, 41254)"
39,0.0007251170642152416,0.00040404040404040664,"(17115, 95995)"
24,0.0019093536240595843,0.00040404040404040664,"(56417, 33480)"
215,-0.0005255321996714413,0.00040404040404040664,"(51460, 3944)"
285,0.011069901909723123,0.00040404040404040664,"(46933, 2650)"
44,-0.0008741981083652262,0.00040404040404040664,"(92815, 15052)"
363,0.005296334611159026,0.00040404040404040664,"(57547, 96880)"
127,0.0008186757660767763,0.00040404040404040664,"(69280, 26043)"
182,0.00022186638473858933,0.00040404040404040664,"(43294, 98081)"
71,0.004810665588327101,0.00040404040404040664,"(79790, 97087)"
83,0.002157609939402838,0.00040404040404040664,"(90244, 27094)"
69,0.001358261412352152,0.00040404040404040664,"(69610, 89850)"
67,0.004399819244181119,0.00040404040404040664,"(75436, 15144)"
90,-0.0011523975449472257,0.00040404040404040664,"(32156, 80632)"
87,0.0018775561858784817,0.00040404040404040664,"(29534, 82244)"
222,0.0003411711519479832,0.00040404040404040664,"(53081, 66841)"
74,0.0006467659808468973,0.00040404040404040664,"(56512, 69306)"
221,0.0010366845418480486,0.00040404040404040664,"(49579, 64644)"
68,-0.001008881846260079,0.00040404040404040664,"(59344, 50734)"
66,0.0025914602365644523,0.00040404040404040664,"(22070, 72515)"
89,0.0027220405290179772,0.00040404040404040664,"(54920, 77845)"
355,0.0002971260787931751,0.00040404040404040664,"(85145, 16498)"
70,-0.00020909537371277542,0.00040404040404040664,"(59236, 49449)"
38,-9.955730820507269e-05,0.00040404040404040664,"(63659, 59561)"
24,4.918947656482042e-05,0.0004040404040402956,"(18510, 64302)"
329,0.001622518244434601,0.0004040404040402956,"(66163, 69268)"
304,3.636419675881464e-05,0.0004040404040402956,"(94435, 91046)"
7,0.00034147190107824965,0.0004040404040402956,"(1164, 28268)"
338,0.002229494061587123,0.0004040404040402956,"(38480, 69609)"
232,0.010702665103601017,0.0004040404040402956,"(66044, 27823)"
392,0.0011708444754886527,0.0004040404040402956,"(24334, 41417)"
252,0.0003595211423851885,0.0004040404040402956,"(4155, 51704)"
394,0.0004800634029676898,0.0004040404040402956,"(21988, 77968)"
237,0.0074187315874333915,0.0004040404040402956,"(77098, 22751)"
396,0.0005086867124039218,0.0004040404040402956,"(69502, 20361)"
336,0.0012442558023239014,0.0004040404040402956,"(15466, 6301)"
311,7.900109951688994e-05,0.0004040404040402956,"(30977, 55281)"
357,-0.0004094915402681476,0.0004040404040402956,"(66958, 74465)"
245,0.0013592570284550465,0.0004040404040402956,"(65713, 17231)"
386,0.0005321394476563435,0.0004040404040402956,"(72249, 51869)"
1,-0.00011030896470545781,0.0004040404040402956,"(62297, 13163)"
399,0.0021083141963743057,0.0004040404040402956,"(34917, 61664)"
4,0.00251098102771552,0.0004040404040402956,"(50501, 84065)"
242,0.00024547355101176005,0.0004040404040402956,"(92698, 13059)"
240,0.006486403653246958,0.0004040404040402956,"(26746, 28077)"
211,0.0001463954511790877,0.0004040404040402956,"(56987, 66916)"
355,0.0008687885016598063,0.0004040404040402956,"(49824, 46148)"
265,0.0004723164266298707,0.0004040404040402956,"(56757, 2321)"
238,0.0018885939882123115,0.0004040404040402956,"(79677, 36445)"
353,2.1404307284034196e-05,0.0004040404040402956,"(32423, 36357)"
397,0.00018124196167434992,0.0004040404040402956,"(75806, 25192)"
11,0.0006626628675833746,0.0004040404040402956,"(88920, 62631)"
268,0.003021708132040557,0.0004040404040402956,"(58554, 81726)"
246,0.0005817084361637026,0.0004040404040402956,"(38575, 56418)"
352,0.003960208114108882,0.0004040404040402956,"(82279, 21122)"
395,0.0014407824832045057,0.0004040404040402956,"(98462, 28153)"
270,7.273047090416984e-05,0.0004040404040402956,"(42604, 4987)"
212,9.90698022567682e-05,0.0004040404040402956,"(61327, 15119)"
32,2.7153456537531984e-05,0.0004040404040402956,"(90652, 82738)"
209,0.0007002466679112973,0.0004040404040402956,"(71817, 36095)"
338,-7.200755855252261e-06,0.0004040404040402956,"(86674, 97756)"
130,0.0007367309963930424,0.0004040404040402956,"(33593, 74442)"
321,0.0019881328434483425,0.0004040404040402956,"(2790, 31369)"
133,0.010156009873167393,0.0004040404040402956,"(23958, 59061)"
62,0.0013232273035696795,0.0004040404040402956,"(99042, 79479)"
281,0.0012015336814924227,0.0004040404040402956,"(10366, 97469)"
319,-7.926147718739784e-05,0.0004040404040402956,"(29344, 37650)"
54,0.00022262549118609587,0.0004040404040402956,"(78265, 21510)"
53,0.0016994366599596689,0.0004040404040402956,"(31769, 36578)"
29,1.1484950939472105e-05,0.0004040404040402956,"(87987, 8473)"
258,0.0025546479939715094,0.0004040404040402956,"(30534, 71268)"
345,0.0011658639316503572,0.0004040404040402956,"(69078, 3784)"
143,0.007684246090812419,0.0004040404040402956,"(54073, 32540)"
315,0.004610302681615969,0.0004040404040402956,"(7412, 13108)"
47,0.0019200304720580486,0.0004040404040402956,"(99414, 42057)"
150,-6.34787981127205e-05,0.0004040404040402956,"(62398, 56283)"
58,0.0014394988545394505,0.0004040404040402956,"(87752, 53078)"
58,1.5387364240448953e-05,0.0004040404040402956,"(31909, 50025)"
125,0.00041637084639728483,0.0004040404040402956,"(61330, 75663)"
120,0.0008514830970219045,0.0004040404040402956,"(25576, 58052)"
116,-0.0003863559120963478,0.0004040404040402956,"(83715, 44889)"
82,0.0006882771184872349,0.0004040404040402956,"(89785, 95872)"
348,-0.00013806977022293165,0.0004040404040402956,"(27240, 68810)"
89,0.001191748790793784,0.0004040404040402956,"(61805, 83339)"
73,0.0001239289302864266,0.0004040404040402956,"(45544, 90705)"
272,0.0001807273906750395,0.0004040404040402956,"(59675, 62759)"
70,0.0022236527177185994,0.0004040404040402956,"(48869, 63254)"
263,1.0510325180596025e-05,0.0004040404040402956,"(45868, 6850)"
98,-0.0002967750165707439,0.0004040404040402956,"(45989, 95875)"
262,0.00036807289115484143,0.0004040404040402956,"(35604, 96857)"
321,0.0006271248205791669,0.0004040404040402956,"(30147, 88524)"
108,0.00017882376033068192,0.0004040404040402956,"(60808, 56468)"
66,0.007829852290271444,0.0004040404040402956,"(75640, 92291)"
374,0.0009222089967103608,0.0004040404040402956,"(34668, 6849)"
111,0.002606048806234579,0.0004040404040402956,"(58467, 71589)"
113,-0.00020889455308495397,0.0004040404040402956,"(74649, 97817)"
44,0.0009630293300632309,0.0004040404040402956,"(69234, 29592)"
88,0.0003523300707632959,0.0004040404040402956,"(27013, 76114)"
43,0.0014633665611829272,0.0004040404040402956,"(43091, 1677)"
371,0.0016690266451214464,0.0004040404040402956,"(14420, 27321)"
385,0.0005659399305600332,0.0004040404040402956,"(10267, 36881)"
24,0.0020681653821204016,0.0004040404040402956,"(43521, 77017)"
190,0.002374406028047532,0.0004040404040402956,"(24171, 91589)"
23,-9.739217605939099e-05,0.0004040404040402956,"(55081, 35186)"
20,-0.0002674206122179612,0.0004040404040402956,"(11039, 78660)"
19,0.00025224046216504314,0.0004040404040402956,"(90129, 79595)"
295,0.00030867649149590726,0.0004040404040402956,"(67456, 47790)"
201,0.0005340710799713599,0.0004040404040402956,"(33144, 77710)"
373,0.00018992081003615935,0.0004040404040402956,"(41749, 35645)"
374,0.0013506297241744902,0.0004040404040402956,"(88569, 58974)"
17,0.00028364887100834624,0.0004040404040402956,"(34091, 67423)"
206,0.0013332546584301774,0.0004040404040402956,"(98483, 63192)"
389,0.00038513617588370463,0.0004040404040402956,"(92984, 37889)"
207,0.0008033037661306919,0.0004040404040402956,"(4333, 96006)"
208,0.0002899899185268562,0.0004040404040402956,"(41500, 4085)"
26,-0.0001976367251831368,0.0004040404040402956,"(40304, 46519)"
298,-0.0004233030545224836,0.0004040404040402956,"(792, 20437)"
359,0.00017787730330495743,0.0004040404040402956,"(28650, 26289)"
30,0.00017839597897365,0.0004040404040402956,"(54528, 7052)"
362,0.00020554640933986845,0.0004040404040402956,"(33715, 34851)"
53,0.001242111488670622,0.0004040404040402956,"(56330, 72226)"
52,-0.0004656387271134155,0.0004040404040402956,"(47061, 46804)"
319,0.0002586651511171656,0.0004040404040402956,"(7563, 608)"
287,-0.0001511580686764935,0.0004040404040402956,"(56128, 5271)"
162,0.002854790184962097,0.0004040404040402956,"(55277, 17211)"
364,0.002705191295464482,0.0004040404040402956,"(86963, 47606)"
171,0.0002444815367571018,0.0004040404040402956,"(33297, 93245)"
342,0.00032412435007198037,0.0004040404040402956,"(73464, 92183)"
94,0.004201696652315484,0.0004040404040402956,"(55053, 45965)"
175,0.00020350525898985006,0.0004040404040402956,"(36984, 17091)"
368,0.00024163261746409925,0.0004040404040402956,"(18930, 491)"
176,-6.606201216302621e-05,0.0004040404040402956,"(98609, 71915)"
302,0.005531895312095164,0.0004040404040402956,"(160, 41109)"
178,-0.00026731307530877824,0.0004040404040402956,"(6169, 45473)"
218,-0.00047231067583367037,0.0004040404040402956,"(27838, 21259)"
333,0.00018471907540812404,0.0004040404040402956,"(57226, 38643)"
114,-0.00018641689191420396,0.0004040404040402956,"(41588, 70124)"
205,3.795912207132934e-05,0.0004040404040402956,"(88934, 37206)"
155,-0.00021495854376374357,0.0004040404040402956,"(11072, 41878)"
160,-0.000703232150012556,0.0004040404040402956,"(9784, 51770)"
303,0.002970808766926736,0.0004040404040402956,"(67899, 86778)"
305,0.0006501673635272431,0.0004040404040402956,"(55477, 11357)"
168,-0.0001897722472447294,0.0004040404040402956,"(52493, 4560)"
173,-4.7085318920669916e-05,0.0004040404040402956,"(31221, 92807)"
49,0.0017103859258145448,0.0004040404040402956,"(58476, 33795)"
186,0.0011560487758235094,0.0004040404040402956,"(32958, 14453)"
51,0.004515773390421363,0.0004040404040402956,"(5071, 39888)"
315,0.007529605309028964,0.0004040404040402956,"(74484, 80641)"
147,0.003722132796441846,0.0004040404040402956,"(38192, 77156)"
208,0.0002796739889361355,0.0004040404040402956,"(52746, 70092)"
50,0.008904731951530548,0.0004040404040402956,"(39345, 64826)"
53,0.0011836676248005717,0.0004040404040402956,"(86077, 32378)"
212,0.00015633404878109824,0.0004040404040402956,"(68296, 19149)"
215,0.0016211866378058604,0.0004040404040402956,"(13640, 83275)"
139,0.0001264797156088071,0.0004040404040402956,"(28474, 95440)"
222,0.0006833634303025637,0.0004040404040402956,"(45706, 95723)"
327,0.0004166053810985004,0.0004040404040402956,"(26610, 43087)"
138,0.0014217486950037217,0.0004040404040402956,"(82075, 43217)"
66,0.0009703241665498241,0.0004040404040402956,"(58016, 65710)"
224,-3.479142595891327e-05,0.0004040404040402956,"(14207, 31957)"
65,0.00035423415044455453,0.0004040404040402956,"(21218, 60937)"
234,0.0008208510219506748,0.0004040404040402956,"(59628, 37350)"
153,0.0002634176795687504,0.0004040404040402956,"(39167, 95501)"
112,0.0004581531364785396,0.0004040404040402956,"(39253, 87543)"
145,-3.239274154323568e-05,0.0004040404040402956,"(28293, 84651)"
154,-5.604840763653862e-05,0.0004040404040402956,"(51084, 6267)"
88,-8.808719596334336e-05,0.0004040404040402956,"(60746, 12611)"
155,0.0010966247738841695,0.0004040404040402956,"(31850, 93311)"
273,0.00010390103209853563,0.0004040404040402956,"(412, 17702)"
98,-0.00021184864952483728,0.0004040404040402956,"(20187, 81429)"
28,-1.180190473931697e-05,0.0004040404040402956,"(68610, 40519)"
99,-0.0003405328176346589,0.0004040404040402956,"(41704, 18104)"
106,0.0008637128077176592,0.0004040404040402956,"(62237, 74253)"
280,0.0001661860412487115,0.0004040404040402956,"(22482, 30065)"
281,0.0010295825235658862,0.0004040404040402956,"(36921, 36193)"
137,0.00031397356478110594,0.0004040404040402956,"(91715, 95552)"
89,0.0002878412602017044,0.0004040404040402956,"(26686, 81187)"
284,-0.0006319037298466723,0.0004040404040402956,"(29344, 10661)"
286,-4.265738436776134e-05,0.0004040404040402956,"(39032, 66504)"
288,7.157683531197612e-05,0.0004040404040402956,"(60996, 29365)"
124,-5.567172292308964e-05,0.0004040404040402956,"(49553, 22975)"
38,0.004619556992198071,0.0004040404040402956,"(32562, 34512)"
41,0.005625391187812467,0.0004040404040402956,"(68944, 73482)"
128,0.000667608028989769,0.0004040404040402956,"(91041, 77654)"
130,-4.856092380772781e-05,0.0004040404040402956,"(3493, 62793)"
42,0.00018859875737578524,0.0004040404040402956,"(71451, 39744)"
292,0.0001849020017654357,0.0004040404040402956,"(23792, 80392)"
136,0.0002894155688946687,0.0004040404040402956,"(30894, 49524)"
138,7.461915183656909e-05,0.0004040404040402956,"(68836, 85283)"
334,0.0004839864549515682,0.0004040404040402956,"(47085, 55748)"
236,0.000567240563685345,0.0004040404040402956,"(44709, 23171)"
266,-0.00038224778622703015,0.0004040404040402956,"(2062, 68565)"
386,0.0007137820467465195,0.0004040404040402956,"(97288, 30785)"
379,0.006536210549279359,0.0004040404040402956,"(89320, 47327)"
10,-1.7992145048634223e-05,0.0004040404040402956,"(61313, 98319)"
382,0.004280401662886957,0.0004040404040402956,"(34148, 8290)"
6,0.00010931473535483183,0.0004040404040402956,"(63179, 30457)"
295,0.000496150060327577,0.0004040404040402956,"(15052, 80821)"
297,0.0014986131375386846,0.0004040404040402956,"(53643, 38511)"
394,0.001303061148062834,0.0004040404040402956,"(29977, 81845)"
396,0.001043102369617882,0.0004040404040402956,"(48562, 35112)"
303,0.0006067480188538532,0.0004040404040402956,"(78581, 75537)"
394,0.0003370959106369087,0.0004040404040402956,"(87699, 39842)"
390,0.0018557951489498181,0.0004040404040402956,"(50024, 40026)"
310,0.0011154007406716238,0.0004040404040402956,"(84135, 20757)"
31,0.00011851550928163035,0.0004040404040402956,"(17443, 77706)"
372,0.000513840354572942,0.0004040404040402956,"(51190, 43046)"
320,0.00020745004404393308,0.0004040404040402956,"(17764, 66823)"
367,-3.6595860556321025e-05,0.0004040404040402956,"(93074, 72342)"
326,0.0002825255198007637,0.0004040404040402956,"(37563, 92101)"
366,-0.0001246901383042398,0.0004040404040402956,"(69552, 18279)"
96,0.0011729127536494188,0.0004040404040402956,"(77387, 19242)"
361,-2.411268541668843e-06,0.0004040404040402956,"(34283, 15583)"
344,0.000995728815340935,0.0004040404040402956,"(30883, 72214)"
92,0.0006474242192338886,0.0004040404040402956,"(19683, 89116)"
346,-2.5078619846075068e-05,0.0004040404040402956,"(85682, 6148)"
91,-0.0006024263132455854,0.0004040404040402956,"(89772, 12149)"
378,-0.00017273182186736125,0.0004040404040402956,"(82720, 96601)"
116,0.0011326632415693538,0.0004040404040402956,"(56063, 95669)"
117,0.00023087392125248352,0.0004040404040402956,"(84439, 11012)"
72,-0.00031350279735525843,0.0004040404040402956,"(83393, 91458)"
61,0.0005516040376906117,0.0004040404040402956,"(73310, 42022)"
340,0.0031224805604714856,0.0004040404040402956,"(12898, 67410)"
63,0.0007697271216889623,0.0004040404040402956,"(84864, 18083)"
342,0.0006492021398440684,0.0004040404040402956,"(48521, 74287)"
343,0.0003279051911779518,0.0004040404040402956,"(79845, 7669)"
132,6.340351759009932e-05,0.0004040404040402956,"(27765, 1115)"
64,0.0006799175299754823,0.0004040404040402956,"(58358, 96824)"
131,-5.696625808682132e-05,0.0004040404040402956,"(63933, 69637)"
348,-0.0002159444278021505,0.0004040404040402956,"(71027, 55492)"
66,-0.0002967179516321916,0.0004040404040402956,"(91886, 37619)"
350,0.0008475975042175066,0.0004040404040402956,"(76407, 78593)"
250,0.0005870263272229892,0.0004040404040402956,"(96030, 20372)"
351,0.008720724473119168,0.0004040404040402956,"(3386, 8970)"
129,-0.00026086580074072274,0.0004040404040402956,"(74501, 19551)"
257,0.008106828995037063,0.0004040404040402956,"(14138, 7113)"
355,0.0005857207673312936,0.0004040404040402956,"(23794, 20843)"
259,-0.0002740572195759905,0.0004040404040402956,"(90074, 78799)"
357,0.0006126896722017938,0.0004040404040402956,"(1666, 42890)"
69,0.00042662292088418985,0.0004040404040402956,"(20174, 50847)"
128,0.0010871038669256206,0.0004040404040402956,"(86272, 77425)"
361,0.0004926499184844668,0.0004040404040402956,"(15178, 41989)"
362,-2.365453518604621e-05,0.0004040404040402956,"(65459, 61755)"
367,0.0023524528726043825,0.0004040404040402956,"(88810, 14022)"
166,0.0003569422076278028,0.0004040404040402956,"(6105, 11691)"
351,-7.833668676657246e-05,0.0004040404040402956,"(3010, 28541)"
233,0.0004136637600266335,0.0004040404040402956,"(88726, 71989)"
201,0.00033361455609937085,0.0004040404040402956,"(39734, 3867)"
173,0.0002453930659614967,0.0004040404040402956,"(33330, 76365)"
179,-0.00010327033838822275,0.0004040404040402956,"(34738, 34561)"
211,4.3646672210351234e-05,0.0004040404040402956,"(8160, 22382)"
210,0.001982990167367804,0.0004040404040402956,"(1929, 4856)"
14,0.005983685552175072,0.0004040404040402956,"(71648, 2334)"
230,-0.0003045727343298499,0.0004040404040402956,"(14308, 94566)"
182,0.0002425751134257359,0.0004040404040402956,"(79310, 54553)"
185,0.00027382636206807476,0.0004040404040402956,"(25688, 79605)"
188,-0.00047417011774320006,0.0004040404040402956,"(73338, 27358)"
216,0.004312952854152896,0.0004040404040402956,"(10231, 38486)"
181,0.0004378401484696204,0.0004040404040402956,"(82705, 33658)"
138,-0.0001593579207391782,0.0004040404040402956,"(81919, 87675)"
229,0.00020472909870722367,0.0004040404040402956,"(18580, 67248)"
208,0.002645197249101422,0.0004040404040402956,"(46786, 36313)"
184,0.00020720366256432587,0.0004040404040402956,"(33497, 24084)"
224,0.0007242607622134078,0.0004040404040402956,"(61118, 9436)"
221,0.0008895224935335511,0.0004040404040402956,"(23843, 84399)"
6,0.0006322659431131084,0.0004040404040402956,"(74606, 4515)"
215,0.0018481242699424638,0.0004040404040402956,"(35033, 1158)"
140,0.0002458764216811127,0.0004040404040402956,"(82745, 66588)"
144,0.003072915096641232,0.0004040404040402956,"(32435, 44001)"
207,0.0008886646748972882,0.0004040404040402956,"(28394, 72922)"
354,0.001861645975574755,0.0004040404040402956,"(45743, 57426)"
194,-9.174167884251627e-05,0.0004040404040402956,"(54561, 73760)"
0,0.0005630043921406591,0.0004040404040402956,"(29982, 46191)"
211,0.00024348971423021615,0.0004040404040402956,"(84553, 30468)"
196,0.00025551308115245863,0.0004040404040402956,"(83081, 88717)"
197,0.007136292331528293,0.0004040404040402956,"(67343, 5798)"
71,-0.0004158218191322449,0.0004040404040402956,"(49267, 97458)"
151,0.0017442216936578991,0.0004040404040402956,"(17779, 66487)"
204,0.00026345835997262923,0.0004040404040402956,"(47773, 93074)"
256,0.001528739124309203,0.0004040404040402956,"(93375, 40405)"
214,-7.090266146111968e-05,0.0004040404040402956,"(77820, 56243)"
235,-0.0003836664276589685,0.0004040404040402956,"(20215, 91201)"
21,0.00010217684537891514,0.0004040404040402956,"(48777, 81478)"
263,0.0007726276941482368,0.0004040404040402956,"(22623, 23633)"
164,-0.0002732988068247788,0.0004040404040402956,"(13309, 81279)"
261,-0.00034207085369894474,0.0004040404040402956,"(10092, 84871)"
260,0.0004049370464739577,0.0004040404040402956,"(91900, 68500)"
60,0.0010163916815771057,0.0004040404040402956,"(57159, 40670)"
126,-5.084093753018881e-05,0.0004040404040402956,"(93017, 42218)"
163,0.0004838836532689017,0.0004040404040402956,"(30040, 48423)"
258,7.77572718617392e-05,0.0004040404040402956,"(49441, 22881)"
234,0.0003677362220245173,0.0004040404040402956,"(36214, 23675)"
51,-0.0003018844482751415,0.0004040404040402956,"(25754, 47848)"
381,0.0010641481083803195,0.0004040404040402956,"(60980, 71145)"
50,-0.0003398497856521576,0.0004040404040402956,"(49686, 48693)"
345,0.00046880587766534587,0.0004040404040402956,"(94727, 9623)"
233,0.0010175271999687818,0.0004040404040402956,"(58708, 79275)"
18,0.0006177349803801746,0.0004040404040402956,"(10770, 98552)"
170,0.0005130731844097125,0.0004040404040402956,"(95804, 47772)"
40,0.0004319439723621532,0.0004040404040402956,"(6290, 18671)"
128,0.00012160594567750538,0.0004040404040402956,"(77926, 89689)"
16,-3.984418243344057e-05,0.0004040404040402956,"(57477, 90847)"
367,0.00022449478223168784,0.0004040404040402956,"(56769, 73831)"
171,0.0009283897168066713,0.0004040404040402956,"(74700, 32907)"
255,0.0011953009872064935,0.0004040404040402956,"(60001, 95708)"
249,-4.633641828222235e-05,0.0004040404040402956,"(99470, 79677)"
18,0.00024353815290120706,0.0004040404040402956,"(77181, 50363)"
318,0.0004789585390789497,0.0,"(20487, 55282)"
368,0.0007147107797642882,0.0,"(96373, 31132)"
325,0.004008257702802109,0.0,"(28098, 46222)"
324,0.004202064486507451,0.0,"(76115, 41385)"
82,-0.00039381536110830173,0.0,"(37490, 22104)"
380,-4.7068382637155404e-05,0.0,"(36587, 12192)"
76,0.000679159177406824,0.0,"(66675, 3836)"
180,9.773335338356115e-05,0.0,"(2501, 26716)"
374,5.618349534081135e-05,0.0,"(87069, 93007)"
312,0.002846504597595334,0.0,"(77054, 8345)"
362,1.4774246085202947e-05,0.0,"(84869, 34372)"
41,0.00022069134723340378,0.0,"(69219, 23307)"
44,-0.00024718812440283067,0.0,"(11643, 93912)"
88,-7.421119131378884e-06,0.0,"(5836, 53024)"
368,0.0015660474812494163,0.0,"(81586, 84002)"
49,0.0003031505109324373,0.0,"(29689, 9676)"
346,-9.694917417443771e-05,0.0,"(52880, 51197)"
343,6.58898484990067e-05,0.0,"(26878, 6987)"
85,0.002213591926887637,0.0,"(42410, 16751)"
84,0.0004364973916640147,0.0,"(5252, 18283)"
57,0.00029048019291155747,0.0,"(17499, 93583)"
80,0.0004053276024605923,0.0,"(52378, 39771)"
340,0.00037800330327839027,0.0,"(11948, 34456)"
2,-0.0006058375467765109,0.0,"(14605, 1945)"
64,0.009066676124950879,0.0,"(17507, 54909)"
335,-8.20532895978443e-05,0.0,"(38481, 11889)"
68,0.0012800710859926234,0.0,"(46384, 6407)"
334,6.697643649106189e-06,0.0,"(12657, 13334)"
331,0.0004065852900997369,0.0,"(24949, 17007)"
373,0.00023155008113881492,0.0,"(94559, 143)"
75,0.00033869515789572424,0.0,"(61064, 37669)"
310,-0.0004600967468353645,0.0,"(73691, 28963)"
60,0.0011966362701806843,0.0,"(56538, 11806)"
305,0.002733133687938455,0.0,"(76425, 42141)"
300,0.0004886647297640545,0.0,"(6466, 80996)"
10,0.0005011940181039176,0.0,"(24015, 12007)"
47,0.0008243415118988628,0.0,"(2729, 48643)"
129,-6.407571295782843e-05,0.0,"(40885, 29253)"
207,0.0009539561053883705,0.0,"(73925, 35509)"
206,-0.00045269577234963165,0.0,"(68242, 86601)"
204,-0.00013996499325907852,0.0,"(57361, 93069)"
203,0.0002797999352180114,0.0,"(57528, 42077)"
131,0.001810023341160566,0.0,"(29107, 34830)"
199,0.0023058627225971406,0.0,"(94524, 89168)"
45,0.0013585104498543,0.0,"(52092, 68026)"
189,0.00029792127510513966,0.0,"(26377, 8132)"
145,0.0001068862507802304,0.0,"(5565, 65065)"
188,0.0014900516522632634,0.0,"(17465, 58005)"
386,0.0018218601778602073,0.0,"(42589, 3111)"
151,9.933099597406181e-05,0.0,"(86619, 16332)"
187,0.0005263643023402098,0.0,"(60186, 23225)"
186,-9.217325352470218e-05,0.0,"(5301, 39970)"
158,7.384098181156817e-06,0.0,"(89764, 67961)"
33,0.0002728088799730799,0.0,"(73247, 27985)"
25,0.00025473620295768384,0.0,"(89540, 55643)"
174,0.006182415632535493,0.0,"(51920, 6990)"
388,0.0013753180106810814,0.0,"(57893, 2106)"
125,0.004798339189192091,0.0,"(43369, 60925)"
219,-9.920029561991117e-05,0.0,"(3955, 30808)"
252,-0.0005601951115768167,0.0,"(52081, 58332)"
291,0.0001930719051494445,0.0,"(84176, 50417)"
